Sample Data,2022 07 02 09_51
AIM Version,11.0.1
Classifier Model,3082,Classifier S/N,3082001809001,Classifier Firmware Version,2.3
Neutralizer Model,3088,Neutralizer S/N,
Impactor (cm),None,Impactor S/N,
DMA Model,3081,DMA S/N,
DMA Inner Radius (cm),0.9369999999999999
DMA Outer Radius (cm),1.9609999999999999
DMA Characteristic Length (cm),44.369
Detector Model,3750,Detector S/N,3750180803,Nano Enhancer,NONE
Detector Sample Flow (L/min),1,Detector Inlet Flow (L/min),1
Reference Gas Viscosity (Pa*s),1.832450e-5
Reference Mean Free Path (m),6.730000e-8
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),38.40
Tube Diameter (cm),0.48
Channels/Decade,128
Multiple Charge Correction,true
Nanoparticle Agglomerate Mobility Analysis,FALSE
DiffusionCorrection,true
Units,dW/dlogDp
Weight,Number
83,07/02/2022,10:53:14,21.9,100.9,61.4,6.72478e-8,1.82719e-5,,6816.737,11838.920,6851.921,5248.621,6355.686,7867.515,5212.929,7903.714,7710.705,10473.802,8141.385,5726.686,8664.333,4754.101,3725.404,5310.361,2620.854,3762.608,4446.825,3579.469,3238.722,3287.204,3275.647,2776.732,1388.514,2152.478,4409.626,2437.389,2396.189,1880.472,1679.662,2098.910,4206.942,2808.173,2764.944,2032.763,1289.686,2071.306,1551.409,2309.735,2032.159,2386.838,1429.366,1717.263,1488.635,2003.397,949.439,1765.486,1433.493,1149.933,1644.953,1017.816,2350.194,1306.663,1933.810,1896.530,1369.595,1569.637,2525.349,1331.959,1442.965,1424.714,1472.148,2576.607,1879.937,1383.994,1514.028,1676.510,856.415,1445.038,1261.822,1386.105,1003.563,1089.923,2150.921,1232.219,1988.528,2195.712,1026.049,609.354,625.395,1136.876,1083.005,932.021,1043.698,651.467,1157.705,785.823,1474.424,1988.560,1254.374,668.066,1626.773,1122.739,935.440,1491.139,1391.007,1551.256,1289.869,1119.732,792.097,754.617,1566.532,1732.253,2017.776,1115.098,942.325,910.739,972.570,1377.757,1454.301,1434.282,852.900,1696.476,1582.937,1219.827,1097.668,973.140,519.961,307.384,1075.187,813.955,964.888,961.410,1256.587,341.695,1227.445,891.499,665.521,1219.084,920.697,1162.518,841.540,737.848,0.000,0.000,159.565,108.391,308.010,0.000,0.000,753.444,5.430,0.000,109.879,9.934,408.136,341.707,181.366,326.114,829.256,1117.470,328.153,178.516,0.000,0.000,0.000,0.000,0.000,0.000,0.000,217.648,1207.347,1098.949,952.768,713.798,341.286,535.796,484.367,195.060,419.208,700.980,1727.690,746.520,507.740,488.837,690.117,994.238,501.374,202.270,714.048,308.671,466.836,681.840,1316.689,1955.482,2202.522,636.676,1292.182,1398.461,1441.329,909.625,1288.327,221.580,346.306,232.954,0.000,355.768,119.654,120.723,87.384,157.652,248.020,75,4,50,1,Negative,2.000,0.300,0.00,10.06,9901.13,20.5,791.5,1.0,1.81,10.79,1000.0,38.355,102.912,56.079,21.097,2.669,2.61025e+3,ON,1,TRACER-CAT,,2022 07 02 09_51,,Detector aerosol flow rate error;Incomplete Scan
84,07/02/2022,10:54:44,22.0,100.9,61.5,6.72768e-8,1.82767e-5,,6195.963,10809.650,9838.271,7541.516,9094.326,5213.409,7465.781,4994.839,5584.971,5755.041,6056.496,4436.587,5134.079,2952.084,4642.015,3495.328,2985.463,5057.932,3702.541,4023.763,3004.252,3844.260,2680.626,2152.262,1182.820,1925.352,2133.573,2173.745,2675.899,1484.059,1595.565,1867.141,2831.715,2213.827,1438.498,1387.509,1544.233,2728.272,1735.625,2468.472,2312.513,2128.388,1352.789,1743.066,1272.175,1055.147,1804.682,1893.745,2583.270,2357.589,2853.740,2334.358,2114.450,1416.526,1405.947,1688.681,525.855,1015.441,712.349,1052.111,1101.220,1496.125,1278.628,1087.552,1694.826,1110.535,1479.709,1303.683,1159.908,1797.202,1531.201,861.882,1198.905,1603.166,1088.216,1099.060,177.250,1565.493,1379.255,1075.633,1561.873,982.206,808.041,2346.865,1867.822,1837.569,1673.445,1324.719,1236.604,918.840,1510.184,1081.930,1129.053,1232.090,1414.093,1446.115,2103.847,1215.379,2883.995,1129.391,1452.654,576.313,846.380,982.978,1581.032,2008.114,1431.373,1266.318,869.597,1287.727,1156.695,899.999,1635.737,1242.252,913.043,1170.945,1138.739,810.263,1413.913,1704.851,1109.469,987.849,138.070,432.247,448.796,504.188,710.469,698.035,279.576,237.439,394.839,584.323,321.955,313.287,0.000,0.000,984.165,131.636,433.943,0.000,86.865,121.365,381.888,0.000,10.947,0.000,0.000,0.000,108.918,50.191,278.342,88.899,212.247,0.000,801.929,297.076,593.610,188.730,369.327,204.890,713.592,539.047,401.410,433.515,310.540,1061.263,1175.063,1035.021,724.411,994.655,0.000,276.305,763.037,288.490,883.186,1887.919,846.224,1292.611,1303.664,962.726,967.215,617.395,103.792,418.812,0.000,426.209,645.025,779.760,1076.491,659.351,1559.460,376.598,867.401,228.831,577.220,232.967,117.534,0.000,358.982,631.790,580.756,860.432,1364.210,75,4,50,1,Negative,2.000,0.300,0.00,10.06,9901.13,20.5,791.5,1.0,1.81,10.79,1000.0,41.654,107.048,57.772,21.097,2.702,2.44298e+3,ON,1,TRACER-CAT,,2022 07 02 09_51,,Detector aerosol flow rate error;Incomplete Scan
85,07/02/2022,10:56:15,22.0,100.9,61.6,6.72768e-8,1.82767e-5,,9740.548,7139.896,5445.557,3616.128,6056.012,4298.961,4776.091,3098.031,5598.226,5592.224,3566.227,2666.143,3651.215,2846.474,3313.371,3876.206,5037.756,3842.180,1916.146,1762.199,2265.080,1375.437,1609.506,1164.969,2601.291,1172.142,2465.436,983.122,2144.457,1459.078,3298.311,2040.997,2060.333,1249.311,1376.315,1427.194,1178.156,748.858,1439.791,2231.761,1452.855,1601.047,920.289,1522.330,888.746,1400.819,1820.132,2359.494,1462.093,1650.022,1776.245,1016.944,1019.273,2124.683,1820.381,1376.433,2728.313,1466.696,2704.991,1495.456,495.311,1827.364,1651.177,1462.031,1654.939,1580.667,1914.410,1554.001,1656.578,2950.135,2014.957,1533.455,1641.595,1443.638,1554.144,2157.001,2823.953,2120.568,1457.747,1174.437,1350.082,1498.851,814.230,775.895,733.851,1662.556,1567.894,1347.122,1650.575,1169.721,1767.299,1619.197,1683.710,1930.039,1702.180,545.582,1571.578,1234.079,1575.725,1416.569,991.274,992.653,1608.396,1760.233,2143.590,2035.119,1312.213,1287.873,1490.794,745.093,871.267,1079.286,1830.121,986.014,984.644,526.275,989.234,1601.885,1933.797,1208.583,602.159,1385.164,1307.884,478.024,1264.531,786.059,1001.456,780.650,448.535,802.713,263.174,472.275,352.295,206.995,735.168,224.979,799.918,893.293,704.610,775.732,590.531,780.787,814.488,857.180,200.501,688.165,674.208,0.000,105.760,209.445,223.327,0.000,21.790,188.453,549.527,630.156,595.320,349.095,0.000,278.092,514.810,506.174,438.293,704.467,0.000,213.189,0.000,0.000,0.000,270.882,0.000,144.101,190.759,553.899,120.228,684.437,985.940,397.719,501.398,531.941,585.618,0.000,311.376,366.907,474.838,470.386,385.438,0.000,1094.223,864.836,686.857,264.202,307.579,107.179,115.444,817.895,350.078,399.134,1272.533,1142.860,917.842,1106.270,770.768,75,4,50,1,Negative,2.000,0.300,0.00,10.06,9901.13,20.5,791.5,1.0,1.81,10.79,1000.0,53.958,109.895,63.393,20.721,2.612,2.22668e+3,ON,1,TRACER-CAT,,2022 07 02 09_51,,Detector aerosol flow rate error;Incomplete Scan
86,07/02/2022,10:57:45,21.9,101.0,61.8,6.71812e-8,1.82719e-5,,8909.642,12016.085,10447.147,8574.675,8255.156,10415.016,7259.961,6671.742,8951.307,7681.298,7030.207,6686.383,5784.641,5759.805,5045.459,4910.240,4386.003,3675.480,4806.102,4722.192,4278.118,3562.262,2894.313,3647.944,3053.308,4739.204,1361.452,3802.237,3524.685,2318.161,1093.197,912.437,3932.260,2372.044,2751.000,2421.374,1687.698,1593.264,2161.179,1906.264,1707.311,1341.403,767.193,1257.136,1413.996,1086.391,1315.453,1966.758,892.312,1276.827,1552.990,932.311,909.748,1170.269,923.058,660.193,926.774,1238.881,1852.453,1304.137,669.067,1647.711,755.643,1016.311,887.146,1025.858,1095.253,903.298,998.678,528.631,1451.063,1092.639,558.391,832.655,1109.290,822.398,670.379,767.382,860.857,74.749,298.243,1901.411,774.766,704.310,538.761,617.294,328.873,1322.592,1421.015,1157.050,935.100,1224.740,606.517,969.488,760.527,1556.411,1168.375,835.549,1480.495,422.584,1045.668,1315.015,1079.444,1286.823,1374.618,1752.454,1504.918,1182.797,932.555,1538.342,1254.405,657.440,1031.697,1324.054,1196.509,1115.510,1181.779,773.377,537.158,843.830,560.360,725.998,465.212,1350.737,779.416,682.289,836.995,939.080,670.909,214.534,277.018,296.172,878.038,438.543,1116.698,270.644,629.133,403.721,71.596,307.809,0.000,0.000,296.545,36.269,0.000,0.000,0.000,252.808,324.549,225.782,0.000,0.000,721.924,0.000,0.000,0.000,0.000,0.000,444.042,465.043,327.168,662.433,64.436,495.228,0.000,306.260,422.354,217.777,0.000,628.635,129.529,327.071,1285.391,924.771,1357.210,1759.624,758.379,619.196,709.637,202.243,407.964,664.412,367.525,942.157,1106.616,1058.661,2066.312,1773.881,768.945,640.840,822.134,953.524,940.761,628.132,289.596,582.307,307.405,185.741,901.917,2234.623,1398.822,1451.277,2069.335,75,4,50,1,Negative,2.000,0.300,0.00,10.06,9901.13,20.5,791.5,1.0,1.81,10.79,1000.0,32.855,111.235,53.916,21.097,2.863,2.56764e+3,ON,1,TRACER-CAT,,2022 07 02 09_51,,Detector aerosol flow rate error;Incomplete Scan
87,07/02/2022,10:59:16,21.8,101.0,61.8,6.71522e-8,1.82672e-5,,8690.393,8123.507,9366.101,9343.845,6908.287,6346.738,4480.755,5050.512,4587.807,7302.445,10339.663,9501.331,6938.413,6000.625,4006.273,4697.333,6193.822,6140.866,4449.875,5088.221,3197.870,3532.559,3715.376,4605.665,5713.052,3278.593,3664.543,3493.185,2423.668,1873.307,2483.344,2557.570,3159.812,1574.021,1719.764,2156.314,1840.176,1520.067,1948.900,576.717,841.544,1299.481,2268.663,3001.553,2148.393,2547.103,1345.416,1967.390,1399.325,1323.307,1227.400,1698.624,1638.019,1301.699,2176.356,1540.223,1375.620,2693.247,2548.301,1991.515,1602.973,2946.032,673.798,1652.220,720.452,362.349,1444.498,1365.662,900.385,785.592,1063.132,1017.812,2710.789,2521.556,2203.799,1521.583,1345.096,1382.455,1952.711,2072.414,2316.331,2544.536,996.781,1460.135,1742.258,1952.016,1700.480,2979.765,2450.304,1825.930,2594.790,2378.911,1247.866,1397.148,939.369,1172.203,943.692,665.771,1305.787,1737.185,925.715,1364.220,1067.268,873.558,1222.759,1141.222,671.045,1742.936,803.403,1021.265,734.301,1429.411,1143.186,540.763,470.170,303.693,597.584,743.885,435.767,1030.740,853.899,1507.988,874.685,352.567,940.724,402.571,1523.845,957.129,371.342,149.674,502.540,404.245,0.000,415.332,221.895,0.000,60.381,352.708,635.288,239.834,415.241,280.682,236.711,171.386,0.000,56.264,447.745,0.000,311.922,521.220,176.531,28.426,204.051,0.000,0.000,382.767,541.840,344.589,180.406,0.000,340.892,145.920,481.416,522.153,135.470,459.327,161.773,0.000,104.147,288.627,0.000,98.977,459.124,577.185,409.718,432.847,223.513,718.536,208.103,384.186,530.390,514.363,415.064,785.965,474.276,790.178,385.021,325.285,218.784,220.748,0.000,151.834,186.908,228.773,115.409,349.364,0.000,118.567,358.886,120.705,121.791,614.435,743.919,75,4,50,1,Negative,2.000,0.300,0.00,10.06,9901.13,20.5,791.5,1.0,1.81,10.79,1000.0,35.004,78.852,49.081,24.805,2.320,2.63104e+3,ON,1,TRACER-CAT,,2022 07 02 09_51,,Detector aerosol flow rate error;Incomplete Scan
88,07/02/2022,11:00:46,21.7,100.9,61.7,6.71898e-8,1.82624e-5,,10848.893,8946.268,8075.887,5159.323,6009.030,6315.536,4993.538,5450.499,9233.054,6343.991,3040.188,2941.854,1942.936,4427.054,4316.474,5958.821,4555.000,4168.566,3584.186,2276.639,2058.541,2855.187,2549.865,3020.390,2928.503,1835.309,4515.069,2930.712,2414.398,1295.452,2156.021,2525.115,2841.170,2698.141,3310.502,1191.751,1459.498,1333.316,2431.811,1461.371,2055.399,736.669,1274.355,2717.653,2123.306,2655.727,1744.838,1407.014,951.026,793.441,1307.890,2148.505,2370.223,1530.246,1469.309,1051.970,1625.223,1159.975,787.181,1314.943,1683.847,1281.205,2692.705,2399.358,1272.969,792.392,2517.078,2996.868,1282.494,1414.043,2006.071,1108.470,1518.307,1030.717,1614.748,1231.771,1742.947,1331.062,1009.833,1026.475,499.219,1973.597,1533.411,966.943,2267.337,1909.680,1974.840,1512.892,1549.395,348.842,1370.824,784.317,1013.727,637.346,1117.597,1702.711,2007.785,2040.477,1262.099,1190.707,967.456,1099.572,1479.913,1808.595,1229.927,1562.030,1730.723,1070.019,1204.538,760.435,1272.988,949.976,1769.258,1461.142,1199.727,1430.863,797.209,1389.648,965.230,499.601,1063.814,593.532,877.257,846.401,705.483,422.168,1013.006,1101.198,409.168,0.000,830.799,1157.052,634.777,0.000,324.604,156.480,988.155,428.019,0.000,1.589,0.000,503.385,226.530,477.918,75.887,0.000,354.460,71.681,0.000,0.000,0.000,0.000,90.924,0.000,226.692,505.326,723.741,431.192,458.196,474.528,643.561,733.335,1139.662,669.965,389.577,394.101,1093.724,888.459,696.609,85.885,0.000,292.771,227.007,614.264,604.020,237.043,617.866,1705.004,1018.390,808.989,893.348,539.190,622.637,314.057,156.198,588.156,429.933,542.183,440.745,327.986,735.949,605.885,907.020,228.785,577.112,465.853,470.055,118.576,239.273,390.228,877.182,828.458,2037.599,75,4,50,1,Negative,2.000,0.300,0.00,10.06,9901.13,20.5,791.5,1.0,1.81,10.79,1000.0,42.444,105.140,58.091,20.721,2.647,2.45517e+3,ON,1,TRACER-CAT,,2022 07 02 09_51,,Detector aerosol flow rate error;Incomplete Scan
89,07/02/2022,11:02:17,21.8,101.0,61.5,6.71522e-8,1.82672e-5,,6870.440,6798.591,6455.951,6460.668,5525.581,5022.150,7570.555,3889.507,3462.740,5429.256,4693.036,3312.801,3542.410,2700.309,2412.832,3155.947,2968.459,3224.357,1715.489,1264.340,1226.135,2611.527,1149.912,1430.208,3671.989,2961.726,2217.910,2217.993,2931.865,2228.133,2390.887,3072.271,2294.173,962.806,2749.019,4078.060,2062.942,2398.992,2014.174,1364.889,1222.265,2139.181,1414.112,2388.769,2082.688,1895.830,3114.875,2059.734,1343.050,1870.794,1892.830,1504.649,1593.546,1567.112,1140.319,1352.960,1465.144,1225.961,1507.780,1620.606,1229.430,1283.533,1428.609,1186.360,1176.105,1510.594,1014.261,425.119,640.261,1107.131,657.839,1019.280,349.211,692.499,627.234,945.333,672.253,1067.520,1042.457,1337.622,795.836,2080.096,2000.321,2240.627,2403.989,797.070,1290.760,1370.545,2426.053,1055.872,1716.509,1572.518,1004.947,1661.279,2790.729,1595.350,1520.186,1380.323,1737.374,964.768,1027.721,980.483,1567.269,588.530,1595.632,910.641,725.876,1865.126,1396.045,1001.517,1720.368,1540.988,573.735,1219.674,856.886,1148.736,566.636,446.657,1013.379,389.782,1356.366,307.068,1260.572,951.272,961.856,1255.871,1189.187,936.537,590.153,330.449,146.778,243.321,258.498,349.021,945.184,1033.973,837.694,1256.766,1418.103,584.848,806.500,614.350,1252.282,1255.558,153.533,559.467,754.775,638.116,558.927,208.757,212.479,0.000,0.000,324.940,0.000,159.542,67.247,1493.801,1251.149,1165.286,702.198,608.732,0.000,0.000,0.000,36.358,190.490,601.814,414.601,146.954,548.213,540.727,327.073,710.317,118.909,97.748,295.702,795.251,501.272,761.698,1106.392,1400.984,1504.807,577.312,682.478,739.019,707.446,216.851,109.392,441.496,179.126,493.434,680.215,457.546,692.508,1518.903,700.038,355.700,358.892,241.411,0.000,245.776,123.980,75,4,50,1,Negative,2.000,0.300,0.00,10.06,9901.13,20.5,791.5,1.0,1.81,10.79,1000.0,47.139,110.714,62.973,23.082,2.666,2.25382e+3,ON,1,TRACER-CAT,,2022 07 02 09_51,,Detector aerosol flow rate error;Incomplete Scan
90,07/02/2022,11:03:47,21.8,100.9,61.5,6.72188e-8,1.82672e-5,,8045.109,4381.210,5550.551,3590.550,5407.098,4817.396,2384.058,2408.919,3297.865,4464.591,3361.570,3289.402,3173.116,2111.169,1867.551,2414.570,1839.528,2934.463,2126.668,2199.974,1978.822,947.756,975.163,3213.632,1300.345,2670.977,1360.267,1495.043,1494.254,1517.133,1622.898,1575.442,1041.480,1256.503,1636.183,2451.265,2259.441,2302.731,1487.653,1452.128,1947.468,2435.489,1217.083,2238.548,1517.637,851.141,1781.634,1203.388,1729.405,1138.355,1675.999,2755.647,1690.018,825.206,1248.756,901.426,1723.106,847.139,906.133,1350.538,974.185,2362.258,1366.888,1055.047,975.708,1379.401,1918.269,2171.519,1856.194,1585.620,813.872,1784.580,971.536,1285.439,600.790,1202.529,1003.203,1368.836,1070.072,1369.222,770.273,1030.618,946.803,1026.611,542.645,910.896,857.875,807.539,529.942,566.461,831.804,739.007,1895.605,912.161,1199.849,992.439,1031.703,841.760,1084.552,1034.565,940.799,1222.271,1043.774,1766.180,1475.174,1233.617,1095.683,903.576,1265.439,1773.150,2200.687,1703.238,1366.636,1211.228,1358.837,1131.718,1133.576,1153.650,1659.202,782.474,1609.900,849.115,574.774,935.149,702.880,824.414,783.780,399.217,239.090,411.305,724.127,1061.093,1571.436,545.710,631.106,523.267,807.957,0.000,389.313,753.191,0.000,294.006,460.367,0.000,190.634,757.853,0.000,316.569,729.285,471.639,810.212,660.051,44.563,278.006,295.285,275.629,318.492,229.088,176.201,0.000,0.000,0.000,56.089,278.805,140.197,648.956,52.564,66.727,587.208,264.364,0.000,710.657,386.588,192.299,592.784,477.637,492.906,99.413,501.344,431.076,725.757,260.844,683.484,577.194,737.950,213.079,1001.791,832.854,437.627,331.166,1002.364,449.510,793.690,228.804,692.583,465.880,470.077,711.489,358.934,241.443,330.986,179.209,226.255,75,4,50,1,Negative,2.000,0.300,0.00,10.06,9901.13,20.5,791.5,1.0,1.81,10.79,1000.0,51.649,112.263,64.860,20.721,2.634,1.90902e+3,ON,1,TRACER-CAT,,2022 07 02 09_51,,Detector aerosol flow rate error;Incomplete Scan
91,07/02/2022,11:05:18,21.9,101.0,61.5,6.71812e-8,1.82719e-5,,8673.809,7498.630,6137.853,6068.002,6043.380,5211.053,5543.632,7954.387,3454.756,3959.184,4272.590,4943.642,7047.376,5568.736,3340.450,4726.815,2392.925,2918.665,1872.836,3392.467,4632.118,3306.111,2849.065,1597.100,3227.405,2251.775,1984.332,1913.236,3079.473,4323.581,3595.168,3022.930,1523.722,1419.928,2544.683,2000.854,1193.957,1404.100,1451.147,1712.875,3143.360,2402.734,2199.113,2350.331,2537.967,1430.259,1365.519,1852.126,1690.404,1613.064,2864.456,3031.653,2540.619,2415.206,2616.712,842.916,1655.328,1153.877,1884.327,2243.338,1271.405,1919.524,699.784,1201.064,1377.226,1062.133,1301.483,527.245,1368.915,2050.964,1127.064,1194.791,668.128,927.738,694.180,1185.860,731.727,1207.244,1028.287,982.446,1482.419,1390.913,913.053,1670.934,1118.482,726.138,1056.675,1039.808,1596.561,1325.312,722.535,1122.530,729.443,1276.679,1049.512,938.428,934.873,1538.348,1852.306,1423.508,1290.299,1563.986,1018.214,618.280,983.781,950.214,1222.434,1149.553,1409.498,1440.647,965.519,759.721,758.451,843.859,1393.335,1032.772,1416.462,1180.117,859.439,1617.328,229.642,842.466,521.660,526.758,763.407,1112.107,279.499,755.678,877.226,981.691,93.368,102.979,636.420,559.973,516.765,246.820,671.313,727.964,707.698,247.970,145.080,252.073,0.000,213.643,113.634,283.166,503.970,302.451,280.002,421.770,210.944,456.770,436.318,398.078,145.097,325.460,262.078,246.135,75.678,274.897,4.702,225.750,278.252,754.846,173.588,4.917,450.781,518.612,600.579,575.091,199.097,355.864,667.528,1035.525,991.695,962.998,674.470,626.938,401.045,356.918,863.926,205.748,622.632,732.799,422.397,257.472,1030.023,129.155,526.083,644.006,797.997,786.584,347.315,564.709,461.687,116.461,352.536,592.868,0.000,482.856,609.004,122.895,123.987,75,4,50,1,Negative,2.000,0.300,0.00,10.06,9901.13,20.5,791.5,1.0,1.81,10.79,1000.0,41.752,97.415,55.705,20.721,2.554,2.32968e+3,ON,1,TRACER-CAT,,2022 07 02 09_51,,Detector aerosol flow rate error;Incomplete Scan
92,07/02/2022,11:06:49,21.9,101.0,61.8,6.71812e-8,1.82719e-5,,9728.288,7081.917,7516.234,5815.335,7326.426,9652.033,7623.874,5194.696,5447.981,5224.156,3739.561,5440.517,4105.166,5303.483,3988.386,3451.643,2591.203,2767.214,3676.861,4278.825,5506.714,4309.660,4450.705,3768.907,4341.909,3746.379,2068.480,2201.629,2274.569,2640.059,2463.012,1830.122,1649.271,2993.255,2351.423,2078.216,1755.393,2332.365,2545.986,3158.961,4103.164,3780.738,2603.227,1949.633,3743.301,1996.516,3415.034,2942.145,2473.540,1917.545,1999.697,2029.369,2049.432,1819.138,2182.689,1748.054,2356.361,1474.093,2716.110,1432.703,1605.883,2569.198,2709.280,1664.842,1623.598,1306.211,1814.444,1578.733,1357.671,1362.166,668.436,1480.947,1560.615,1532.422,1990.931,1208.955,1588.779,2120.939,1810.335,1946.411,1168.920,1165.041,1375.976,2066.232,2282.824,1472.638,1516.778,769.436,355.270,970.336,2733.869,2015.213,2882.097,1715.060,1831.364,2022.931,1433.728,1518.298,1638.748,1580.526,1201.867,2350.049,2008.566,1379.160,1837.564,1206.606,1973.402,1636.476,1301.617,2405.999,3969.897,3741.784,1971.277,1897.976,993.233,1136.313,583.256,1130.794,1230.880,955.098,704.257,421.011,1099.356,1254.386,582.822,782.794,1027.035,924.470,815.359,640.492,614.777,590.422,941.115,866.381,656.960,549.715,572.436,934.147,811.918,493.499,1132.621,820.197,425.475,587.395,49.604,471.397,336.792,411.296,375.458,264.077,363.679,291.095,678.812,339.210,117.000,80.708,393.290,340.472,257.125,513.734,106.505,261.957,41.444,177.738,170.003,0.000,220.139,167.799,387.687,85.082,0.000,256.253,190.722,0.000,0.000,0.000,394.299,282.757,216.129,101.121,101.991,411.517,0.000,104.684,105.599,150.945,62.672,0.000,0.000,0.000,246.868,88.014,453.503,0.000,0.000,0.000,117.506,21.635,217.446,0.000,0.000,21.551,673.551,75,4,50,1,Negative,2.000,0.300,0.00,10.06,9901.13,20.5,791.5,1.0,1.81,10.79,1000.0,43.185,77.558,52.980,20.721,2.235,2.71446e+3,ON,1,TRACER-CAT,,2022 07 02 09_51,,Detector aerosol flow rate error;Incomplete Scan
93,07/02/2022,11:08:19,21.8,101.0,61.9,6.71522e-8,1.82672e-5,,11946.384,7729.581,6421.756,7508.539,6896.677,7412.234,5572.602,3720.563,5418.104,4234.206,4211.717,6162.728,5963.607,4795.782,5460.538,4656.848,3159.192,4572.137,4015.245,3855.769,2816.179,3178.670,3104.634,2549.964,2853.039,2408.366,2621.779,2974.227,3574.178,2853.724,2698.508,3040.029,2038.358,2056.784,3453.953,2652.524,2521.523,2049.325,1725.595,1966.805,1638.750,1117.714,1168.326,1882.914,1623.054,2466.361,1191.039,1279.893,2216.646,1475.823,1607.161,1454.765,1789.930,1340.714,1829.321,1720.752,1613.713,1332.604,1788.464,1862.784,1466.154,1224.307,1479.784,1134.776,793.232,1074.418,1541.082,1523.781,1995.352,2002.915,1165.404,1678.886,1413.912,2226.788,1653.410,1712.111,1438.686,1416.986,1083.409,1303.750,1628.217,1764.496,2004.086,2061.140,2506.992,694.293,1614.670,1729.184,546.574,1244.038,1296.997,1742.120,1500.592,1727.838,1185.869,1652.573,2782.415,2041.780,4071.814,2918.467,2279.664,1256.114,1634.715,2131.633,1268.858,954.980,1193.215,823.288,1461.693,1809.357,1220.712,1575.669,2080.111,1717.606,1099.235,1131.541,1330.373,1042.257,1107.077,1064.582,1061.962,1600.015,944.235,329.675,190.286,422.814,414.204,253.087,338.903,874.276,673.360,300.254,994.406,628.056,530.741,499.095,456.552,804.596,0.000,638.160,101.416,43.926,102.329,0.000,0.000,467.688,834.006,791.874,1037.841,1347.088,1364.921,607.609,215.124,565.756,289.897,341.746,214.787,318.096,916.795,122.040,27.778,0.000,41.424,0.000,334.367,161.129,1085.073,426.077,809.601,1354.421,595.540,954.766,903.511,924.391,593.334,323.280,1012.065,519.737,408.614,384.186,836.345,720.094,726.750,627.691,840.564,368.273,385.021,237.625,88.440,202.502,686.562,1460.718,1481.026,764.337,1068.103,698.727,587.519,355.700,358.892,269.481,302.602,403.423,695.254,75,4,50,1,Negative,2.000,0.300,0.00,10.06,9901.13,20.5,791.5,1.0,1.81,10.79,1000.0,44.030,105.782,59.816,20.721,2.636,2.65736e+3,ON,1,TRACER-CAT,,2022 07 02 09_51,,Detector aerosol flow rate error;Incomplete Scan
